system:index,plot_id,lng,lat,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,.geo
20,SR 10B,144.6773499,-38.20211734,2584.826337,1017.573354,1643.452939,1367.309324,2221.838489,1920.610694,1789.511931,1900.733319,2116.699293,2233.62373,2131.692665,2235.258948,1338.729121,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6205075,-38.25119239701072],[144.6204594898606,-38.251197769323916],[144.62041530130838,-38.25121345862964],[144.62037845173847,-38.251238216065275],[144.62035187437334,-38.25127007094697],[144.62033768477954,-38.25130648763362],[144.620337012466,-38.25134456736152],[144.62034991096948,-38.25138127898455],[144.62037535358698,-38.251413700253345],[144.62041131509545,-38.25143925042764],[144.6204549329567,-38.251455895705455],[144.62050273517627,-38.251462311116285],[144.62055091667781,-38.25145798599072],[144.62059564219368,-38.25144326461059],[144.62063335155827,-38.25141931880357],[144.6206610431018,-38.25138805466384],[144.62067651258462,-38.25135196082457],[144.6206785286524,-38.25131391036028],[144.62066693084685,-38.2512769320886],[144.6206426423716,-38.25124396947617],[144.62060759659963,-38.251217646339896],[144.62056458317346,-38.251200057993294],[144.62051702594994,-38.251192604462084],[144.6205075,-38.25119239701072]]]}"
21,SR 11A,144.6775068,-38.2019754,2585.840849,1017.509947,1619.90672,1357.610964,2230.424403,1932.906278,1795.156278,1910.054819,2103.867374,2209.778073,2112.220601,2193.684129,1331.183687,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6205594,-38.25121474701073],[144.62051138984586,-38.251220119323925],[144.62046720128006,-38.25123580862965],[144.62043035169876,-38.251260566065284],[144.62040377432547,-38.251292420946974],[144.62038958472735,-38.25132883763363],[144.62038891241355,-38.25136691736152],[144.62040181092104,-38.25140362898455],[144.62042725354632,-38.251436050253346],[144.62046321506585,-38.25146160042764],[144.62050683294055,-38.25147824570545],[144.6205546351748,-38.25148466111629],[144.6206028166912,-38.25148033599072],[144.62064754222078,-38.2514656146106],[144.62068525159697,-38.25144166880358],[144.62071294314902,-38.25141040466386],[144.6207284126366,-38.25137431082458],[144.62073042870503,-38.25133626036028],[144.6207188308959,-38.2512992820886],[144.6206945424132,-38.25126631947618],[144.62065949663042,-38.251239996339905],[144.62061648319101,-38.251222407993296],[144.62056892595288,-38.251214954462085],[144.6205594,-38.25121474701073]]]}"
22,SR 11B,144.6775438,-38.20200514,2578.070299,1017.995606,1643.83304,1380.495387,2209.003076,1867.009446,1683.209798,1790.083699,2073.511424,2189.079086,2093.54196,2284.446397,1388.977153,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6202461,-38.25122865701072],[144.6201980898367,-38.25123402932391],[144.62015390126243,-38.251249718629644],[144.6201170516741,-38.25127447606527],[144.62009047429572,-38.251306330946974],[144.62007628469487,-38.25134274763362],[144.62007561238096,-38.251380827361515],[144.6200885108909,-38.25141753898455],[144.62011395352107,-38.25144996025334],[144.62014991504748,-38.25147551042763],[144.62019353293053,-38.25149215570545],[144.62024133517392,-38.25149857111629],[144.6202895166995,-38.25149424599072],[144.6203342422377,-38.2514795246106],[144.62037195162108,-38.25145557880358],[144.62039964317842,-38.25142431466384],[144.62041511266898,-38.25138822082457],[144.62041712873778,-38.251350170360276],[144.62040553092643,-38.25131319208859],[144.62038124243907,-38.25128022947617],[144.6203461966496,-38.2512539063399],[144.62030318320197,-38.251236317993296],[144.6202556259547,-38.25122886446207],[144.6202461,-38.25122865701072]]]}"
23,SR 12A,144.6776735,-38.20187929,2578.428822,1017.973199,1633.208919,1376.573155,2221.405316,1884.8471,1706.704306,1808.234183,2065.07645,2178.643893,2096.925088,2253.922012,1386.310633,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6202707,-38.25125434701073],[144.62022268981968,-38.251259719323926],[144.62017850122982,-38.251275408629645],[144.62014165162847,-38.25130016606527],[144.6201150742407,-38.25133202094698],[144.6201008846348,-38.25136843763363],[144.62010021232064,-38.251406517361524],[144.62011311083515,-38.25144322898456],[144.62013855347433,-38.251475650253354],[144.62017451501347,-38.25150120042764],[144.62021813291193,-38.251517845705465],[144.6202659351722,-38.25152426111628],[144.62031411671484,-38.25151993599073],[144.62035884226884,-38.2515052146106],[144.62039655166555,-38.25148126880358],[144.62042424323266,-38.25145000466385],[144.62043971272868,-38.25141391082458],[144.6204417287982,-38.251375860360284],[144.62043013098275,-38.25133888208861],[144.6204058424868,-38.25130591947618],[144.62037079668497,-38.25127959633991],[144.62032778322214,-38.251262007993304],[144.62028022595806,-38.251254554462086],[144.6202707,-38.25125434701073]]]}"
24,SR 12B,144.6777052,-38.20190691,2579.53468,1017.904083,1583.505048,1356.717954,2242.462906,1918.785338,1743.914618,1840.646181,2044.161326,2149.520632,2107.961809,2177.242098,1378.085821,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6203202,-38.251318437010724],[144.62027218977735,-38.25132380932392],[144.62022800114852,-38.25133949862964],[144.6201911515147,-38.25136425606527],[144.62016457410346,-38.25139611094697],[144.62015038448507,-38.251432527633625],[144.62014971217033,-38.25147060736152],[144.62016261069618,-38.25150731898455],[144.62018805335782,-38.25153974025334],[144.62022401492865,-38.25156529042763],[144.62026763286556,-38.25158193570545],[144.620315435168,-38.251588351116276],[144.62036361675314,-38.251584025990724],[144.62040834234656,-38.25156930461059],[144.62044605177653,-38.251545358803575],[144.62047374336808,-38.25151409466384],[144.62048921287774,-38.25147800082457],[144.62049122894905,-38.25143995036028],[144.62047963112337,-38.2514029720886],[144.620455342606,-38.25137000947618],[144.62042029677326,-38.2513436863399],[144.62037728327246,-38.25132609799329],[144.62032972596646,-38.25131864446208],[144.6203202,-38.251318437010724]]]}"
25,SR 13A,144.677833,-38.20176203,2580.356479,1017.85272,1558.221362,1344.885449,2247.341884,1929.262716,1751.861787,1850.732198,2036.814684,2137.867315,2106.258956,2148.702344,1371.973684,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6203499,-38.251347557010725],[144.6203018897581,-38.251352929323915],[144.6202577011116,-38.25136861862964],[144.62022085146296,-38.25139337606527],[144.6201942740411,-38.25142523094697],[144.62018008441703,-38.251461647633626],[144.620179412102,-38.25149972736152],[144.62019231063303,-38.251536438984544],[144.62021775330487,-38.251568860253336],[144.62025371489008,-38.25159441042763],[144.6202973328445,-38.251611055705446],[144.6203451351661,-38.25161747111628],[144.6203933167705,-38.25161314599072],[144.62043804238186,-38.2515984246106],[144.62047575182694,-38.25157447880357],[144.6205034434296,-38.25154321466385],[144.62051891294544,-38.25150712082458],[144.62052092901757,-38.25146907036028],[144.62050933118726,-38.2514320920886],[144.62048504266014,-38.25139912947618],[144.62044999681333,-38.2513728063399],[144.62040698329534,-38.2513552179933],[144.62035942597026,-38.251347764462075],[144.6203499,-38.251347557010725]]]}"
26,SR 13B,144.6778621,-38.20178551,2578,1018,1643.756591,1387.514719,2225.900923,1854.002417,1661.880492,1760.543497,2007.509007,2114.356547,2026.603691,2189.262083,1389.5,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201011,-38.25130716701073],[144.62005308978482,-38.251312539323926],[144.62000890116283,-38.251328228629646],[144.6199720515347,-38.25135298606528],[144.6199454741276,-38.251384840946976],[144.6199312845114,-38.25142125763362],[144.61993061219675,-38.251459337361524],[144.61994351072065,-38.251496048984556],[144.6199689533783,-38.25152847025335],[144.62000491494356,-38.25155402042764],[144.6200485328737,-38.25157066570546],[144.62009633516874,-38.25157708111629],[144.6201445167464,-38.25157275599072],[144.62018924233288,-38.2515580346106],[144.62022695175705,-38.251534088803574],[144.62025464334428,-38.25150282466385],[144.62027011285153,-38.251466730824575],[144.62027212892252,-38.25142868036028],[144.62026053109864,-38.2513917020886],[144.62023624258504,-38.25135873947618],[144.62020119675773,-38.251332416339906],[144.62015818326364,-38.251314827993305],[144.620110625965,-38.25130737446209],[144.6201011,-38.25130716701073]]]}"
27,PVD 1A,144.6767857,-38.20261446,2578,1018,1621.169978,1380.255629,2238.803753,1867.28521,1667.890508,1773.546799,2004.709272,2111.673951,2039.288742,2170.065563,1389.5,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201242,-38.25134637701073],[144.62007618975886,-38.25135174932392],[144.6200320011131,-38.251367438629636],[144.61999515146505,-38.25139219606527],[144.61996857404358,-38.25142405094697],[144.61995438441977,-38.25146046763362],[144.61995371210477,-38.251498547361514],[144.6199666106356,-38.25153525898455],[144.619992053307,-38.251567680253345],[144.62002801489166,-38.25159323042763],[144.62007163284537,-38.251609875705455],[144.62011943516617,-38.25161629111628],[144.62016761676978,-38.25161196599072],[144.62021234238043,-38.2515972446106],[144.6202500518249,-38.25157329880357],[144.62027774342712,-38.251542034663835],[144.62029321294273,-38.25150594082457],[144.62029522901477,-38.25146789036028],[144.62028363118466,-38.25143091208859],[144.62025934265793,-38.25139794947618],[144.6202242968117,-38.251371626339896],[144.62018128329441,-38.251354037993295],[144.6201337259701,-38.25134658446207],[144.6201242,-38.25134637701073]]]}"
28,PVS 1B,144.6768373,-38.20263346,2578,1018,1572.996919,1361.285211,2246.34507,1878.947403,1669.040493,1791.59221,2016.733275,2120.46809,2059.511224,2161.069102,1389.5,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201599,-38.25141853701073],[144.62011188971124,-38.25142390932391],[144.62006770102155,-38.251439598629645],[144.62003085133694,-38.25146435606526],[144.6200042738891,-38.25149621094697],[144.61999008425119,-38.25153262763362],[144.6199894119355,-38.251570707361516],[144.62000231047915,-38.25160741898454],[144.6200277531758,-38.25163984025333],[144.62006371479617,-38.251665390427625],[144.62010733279317,-38.25168203570544],[144.62015513516144,-38.25168845111629],[144.62020331681293,-38.251684125990714],[144.62024804246798,-38.251669404610595],[144.6202857519499,-38.25164545880357],[144.62031344357956,-38.251614194663844],[144.62032891311054,-38.251578100824574],[144.6203309291846,-38.251540050360276],[144.62031933134296,-38.25150307208859],[144.62029504279212,-38.25147010947617],[144.62025999691113,-38.25144378633989],[144.6202169833511,-38.25142619799329],[144.62016942597958,-38.25141874446207],[144.6201599,-38.25141853701073]]]}"
29,PVS 2A,144.6769661,-38.20267899,2576.452444,1017.953104,1544.825627,1349.787759,2243.69683,1883.704315,1668.732937,1799.235359,2016.845443,2117.837737,2062.496697,2147.885953,1386.201673,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201951,-38.251451967010716],[144.62014708968914,-38.25145733932392],[144.6201029009791,-38.25147302862964],[144.62006605127755,-38.25149778606527],[144.62003947381749,-38.25152964094696],[144.62002528417307,-38.25156605763362],[144.62002461185705,-38.25160413736152],[144.62003751040663,-38.25164084898454],[144.62006295311502,-38.25167327025334],[144.6200989147519,-38.25169882042763],[144.62014253276897,-38.25171546570545],[144.62019033515924,-38.251721881116275],[144.6202385168329,-38.251717555990716],[144.6202832425085,-38.25170283461059],[144.62032095200775,-38.25167888880357],[144.62034864365017,-38.251647624663846],[144.6203641131883,-38.251611530824576],[144.62036612926326,-38.25157348036028],[144.62035453141627,-38.25153650208859],[144.62033024285427,-38.25150353947617],[144.62029519695716,-38.25147721633989],[144.62025218337735,-38.25145962799329],[144.62020462598394,-38.251452174462074],[144.6201951,-38.251451967010716]]]}"
30,PVS 2B,144.6770049,-38.20269767,2559.142289,1017.497128,1780.296067,1413.104065,2204.713213,1854.8365,1696.917145,1787.787671,2063.237075,2149.101414,2112.322581,2253.174105,1429.98122,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.619699,-38.25130190701073],[144.61965098978825,-38.251307279323925],[144.61960680116948,-38.251322968629644],[144.619569951544,-38.25134772606528],[144.61954337413883,-38.251379580946974],[144.61952918452369,-38.25141599763362],[144.6195285122091,-38.25145407736152],[144.619541410732,-38.251490788984555],[144.61956685338785,-38.251523210253346],[144.61960281495053,-38.25154876042763],[144.61964643287752,-38.251565405705456],[144.61969423516908,-38.25157182111628],[144.61974241674326,-38.25156749599072],[144.6197871423265,-38.2515527746106],[144.6198248517479,-38.251528828803565],[144.61985254333314,-38.25149756466385],[144.61986801283928,-38.25146147082458],[144.61987002891013,-38.251423420360275],[144.6198584310871,-38.2513864420886],[144.61983414257526,-38.25135347947617],[144.61979909675046,-38.251327156339904],[144.6197560832595,-38.2513095679933],[144.61970852596428,-38.25130211446208],[144.619699,-38.25130190701073]]]}"
31,PVS 3A,144.6769187,-38.20251994,2566.296703,1017.687912,1756.75956,1407.183516,2205.063077,1851.801099,1696.077143,1788.982198,2044.04,2113.398462,2069.173187,2209.178242,1414.623077,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6197419,-38.25133259701073],[144.619693889768,-38.25133796932393],[144.61964970113058,-38.251353658629654],[144.61961285148953,-38.25137841606527],[144.61958627407313,-38.25141027094698],[144.619572084452,-38.25144668763363],[144.6195714121371,-38.25148476736152],[144.6195843106655,-38.25152147898455],[144.61960975333207,-38.25155390025335],[144.6196457149099,-38.25157945042764],[144.61968933285533,-38.25159609570546],[144.6197371351671,-38.25160251111629],[144.6197853167616,-38.25159818599072],[144.61983004236373,-38.251583464610604],[144.61986775180105,-38.251559518803575],[144.619895443398,-38.25152825466386],[144.61991091291068,-38.251492160824576],[144.6199129289824,-38.251454110360285],[144.61990133115444,-38.251417132088605],[144.61987704263234,-38.251384169476175],[144.61984199679276,-38.25135784633991],[144.61979898328363,-38.2513402579933],[144.61975142596833,-38.25133280446209],[144.6197419,-38.25133259701073]]]}"
32,PVS 3B,144.6769652,-38.20253822,2548.902913,1017.11827,1591.539718,1356.678067,2198.394969,1844.600397,1664.49669,1786.219991,2012.932701,2096.357899,1988.827449,2137.573257,1327.484996,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.619974,-38.251585617010726],[144.61992598960086,-38.251590989323915],[144.61988180080957,-38.25160667862964],[144.61984495104025,-38.25163143606527],[144.61981837353133,-38.25166329094697],[144.61980418386077,-38.25169970763362],[144.61980351154355,-38.25173778736151],[144.61981641011684,-38.251774498984545],[144.61984185287199,-38.25180692025334],[144.61987781457503,-38.25183247042764],[144.6199214326723,-38.25184911570545],[144.61996923515048,-38.25185553111628],[144.62001741691276,-38.25185120599072],[144.62006214267063,-38.25183648461059],[144.6200998522392,-38.25181253880357],[144.62012754393257,-38.25178127466384],[144.6201430134991,-38.25174518082457],[144.6201450295778,-38.25170713036027],[144.6201334317095,-38.25167015208859],[144.62010914310284,-38.25163718947617],[144.62007409714124,-38.251610866339895],[144.62003108348233,-38.2515932779933],[144.61998352600148,-38.251585824462076],[144.619974,-38.251585617010726]]]}"
33,PVS 4A,144.677118,-38.20259709,2540.73913,1016.870883,1570.706632,1353.344313,2191.528107,1836.754721,1651.694115,1780.120114,2003.145367,2090.138779,1984.350022,2121.316425,1310.085419,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6200109,-38.251622027010725],[144.6199628895768,-38.25162739932392],[144.61991870076338,-38.25164308862964],[144.6198818509756,-38.25166784606527],[144.61985527345334,-38.25169970094697],[144.61984108377567,-38.25173611763363],[144.61984041145814,-38.25177419736151],[144.61985331003788,-38.251810908984545],[144.61987875280582,-38.25184333025334],[144.61991471452686,-38.25186888042764],[144.619958332646,-38.251885525705454],[144.62000613514812,-38.25189194111628],[144.6200543169345,-38.25188761599072],[144.62009904271477,-38.2518728946106],[144.6201367523023,-38.25184894880358],[144.6201644440095,-38.25181768466385],[144.62017991358377,-38.25178159082457],[144.62018192966352,-38.25174354036028],[144.62017033178938,-38.25170656208859],[144.62014604317054,-38.25167359947618],[144.62011099719138,-38.2516472763399],[144.62006798351095,-38.251629687993294],[144.62002042600625,-38.25162223446208],[144.6200109,-38.251622027010725]]]}"
34,PVS 4B,144.6771656,-38.20261656,2539.815189,1017,1808.618086,1408.776119,2220.847893,1859.919447,1672.964004,1772.243196,2060.21554,2167.196225,2181.656058,2289.510975,1466.062335,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6195034,-38.25146487701072],[144.61945538968064,-38.25147024932392],[144.61941120096276,-38.25148593862964],[144.61937435125466,-38.251510696065274],[144.61934777378988,-38.25154255094697],[144.6193335841429,-38.25157896763362],[144.6193329118268,-38.25161704736151],[144.61934581037866,-38.251653758984546],[144.61937125309157,-38.251686180253344],[144.61940721473485,-38.25171173042763],[144.61945083275967,-38.25172837570545],[144.6194986351584,-38.25173479111628],[144.61954681684063,-38.25173046599072],[144.61959154252418,-38.2517157446106],[144.61962925203014,-38.25169179880357],[144.61965694367748,-38.25166053466385],[144.61967241321832,-38.25162444082457],[144.6196744292937,-38.25158639036027],[144.61966283144463,-38.25154941208859],[144.61963854287833,-38.25151644947617],[144.61960349697495,-38.2514901263399],[144.61956048338752,-38.2514725379933],[144.61951292598567,-38.251465084462076],[144.6195034,-38.25146487701072]]]}"
35,PVS 5A,144.6770664,-38.20242869,2540.807114,1017.052143,1795.111136,1403.259611,2217.624171,1861.334512,1680.964207,1782.221829,2051.222934,2143.521211,2150.403668,2256.525188,1456.325011,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6195513,-38.25149301701072],[144.61950328966202,-38.25149838932391],[144.61945910092706,-38.25151407862964],[144.61942225120467,-38.25153883606527],[144.6193956737296,-38.25157069094698],[144.61938148407714,-38.25160710763362],[144.61938081176078,-38.25164518736152],[144.61939371031764,-38.25168189898454],[144.61941915304038,-38.251714320253335],[144.6194551146976,-38.25173987042763],[144.61949873273932,-38.251756515705445],[144.61954653515656,-38.251762931116275],[144.61959471685742,-38.251758605990716],[144.6196394425583,-38.25174388461059],[144.61967715207888,-38.251719938803575],[144.61970484373694,-38.251688674663846],[144.61972031328375,-38.251652580824576],[144.61972232935992,-38.25161453036027],[144.61971073150636,-38.2515775520886],[144.61968644293066,-38.251544589476175],[144.6196513970137,-38.25151826633989],[144.6196083834096,-38.25150067799329],[144.61956082598937,-38.25149322446208],[144.6195513,-38.25149301701072]]]}"
36,PVS 5B,144.6770999,-38.20245454,4353.910359,1031.406375,4594.258079,3805.381142,3802.43382,3757.060646,4142.394422,4443.719124,5064.547366,5427.76981,4669.997565,5750.019699,2582.515936,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6763535,-38.20240045701071],[144.6763055220537,-38.20240582932393],[144.67626136313208,-38.20242151862969],[144.6762245382716,-38.20244627606538],[144.67619797872803,-38.202478130947135],[144.67618379864925,-38.202514547633825],[144.67618312678664,-38.20255262736172],[144.67619601664117,-38.202589338984716],[144.67622144219817,-38.20262176025346],[144.67625737959258,-38.202647310427686],[144.67630096820577,-38.20266395570546],[144.67634873837133,-38.20267037111627],[144.6763968875646,-38.20266604599072],[144.67644158308963,-38.20265132461064],[144.67647926716813,-38.202627378803676],[144.6765069401431,-38.20259611466401],[144.676522399253,-38.20256002082478],[144.67652441396908,-38.20252197036048],[144.67651282394056,-38.20248499208877],[144.67648855175204,-38.2024520294763],[144.67645352948006,-38.20242570633996],[144.67641054489647,-38.20240811799331],[144.67636301956236,-38.20240066446207],[144.6763535,-38.20240045701071]]]}"
37,PVS 6A,144.6772658,-38.2025275,4374.209175,1031.493196,4605.574846,3807.738806,3810.064969,3778.076602,4187.659131,4481.758121,5106.217735,5453.333406,4660.26295,5752.798288,2597.987489,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6764104,-38.20240752701071],[144.67636242204904,-38.20241289932393],[144.67631826312314,-38.20242858862971],[144.6762814382591,-38.20245334606539],[144.67625487871294,-38.20248520094715],[144.67624069863277,-38.202521617633835],[144.6762400267701,-38.202559697361735],[144.67625291662588,-38.202596408984725],[144.67627834218536,-38.20262883025347],[144.67631427958327,-38.202654380427695],[144.67635786820068,-38.20267102570546],[144.67640563837088,-38.20267744111628],[144.6764537875688,-38.202673115990734],[144.67649848309816,-38.20265839461065],[144.67653616718033,-38.202634448803686],[144.676563840158,-38.202603184664014],[144.67657929926938,-38.20256709082478],[144.67658131398565,-38.20252904036049],[144.67656972395602,-38.20249206208878],[144.67654545176515,-38.20245909947631],[144.67651042948975,-38.20243277633997],[144.676467444902,-38.20241518799332],[144.67641991956327,-38.20240773446208],[144.6764104,-38.20240752701071]]]}"
